prediction,pickup_longitude,pickup_latitude
4,-73.96410369873047,40.767852783203125
2,-73.99432373046875,40.75033187866211
5,-73.9676742553711,40.80243682861328
1,-74.00593566894531,40.731788635253906
5,-73.95298767089844,40.786170959472656
2,-73.97466278076172,40.750213623046875
2,-73.98567199707031,40.751522064208984
1,-73.98974609375,40.73539352416992
1,-73.99424743652344,40.72854995727539
