prediction,pickup_longitude,pickup_latitude
1,-74.00163269042969,40.740936279296875
0,-74.01268005371094,40.70683670043945
3,-73.97483825683594,40.75571823120117
2,-73.99382019042969,40.75126647949219
6,-73.7894287109375,40.64365005493164
2,-73.98260498046875,40.742618560791016
3,-73.97761535644531,40.760684967041016
1,-73.98379516601562,40.7296257019043
3,-73.98445129394531,40.77995681762695
3,-73.97785186767578,40.758419036865234
